network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"Base","Tessera V","tessera-v","7688697","36344704","212987753",,"-5.53",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-08-14T08:13:15.074Z"
"Unichain","Uniswap V3","uniswap-v3","3209731","15980705","108367704","327511","3.29","0.30222196088974995","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-14T08:13:15.074Z"
"Unichain","Uniswap V4","uniswap-v4","1698930","11035098","80362772","56228","-17.4","0.06996772087453627","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-14T08:13:15.074Z"
"Unichain","Velodrome V3","velodrome-v3","94144","938041","6168131","1110.25","-49.76","0.01799977983606379","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-14T08:13:15.074Z"
"Unichain","EulerSwap","eulerswap","107","1534","10103","0.060000000000000005","-36.69","0.0005938830050480057","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-08-14T08:13:15.074Z"
"Unichain","Curve DEX","curve-dex","0","0.09000000000000001","370.47999999999996","1.04","-100","0.2807169077952926","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-08-14T08:13:15.074Z"
"Unichain","1inch Aqua","1inch-aqua","0","2.6999999999999997","8.82","0.04","-100","0.45351473922902497","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-08-14T08:13:15.074Z"
"Mode","KIM Exchange V3","kim-exchange-v3","546","3860","88151.56","44.11000000000001","-16.64","0.05003881950586015","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-08-14T08:13:15.074Z"
"Mode","KIM Exchange V2","kim-exchange-v2","23.11","1483.5199999999998","20587.61","61.54000000000001","-80.42","0.2989176499846267","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-08-14T08:13:15.074Z"
"Mode","SupSwap V3","supswap-v3","65.81","1386.36","16317.720000000001","9.689999999999998","-77.69","0.059383296195792044","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-08-14T08:13:15.074Z"
"Mode","Velodrome V2","velodrome-v2","226","1048.3700000000001","8868.53","17.87","-19.86","0.20149900829111475","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-08-14T08:13:15.074Z"
"Mode","Velodrome V3","velodrome-v3","109","7342.55","8181.0599999999995","4.77","4.81","0.05830540296734164","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-08-14T08:13:15.074Z"
"Mode","SwapMode V2","swapmode-v2","41.37","539.37","6392.34","19.22","-76.09","0.3006723672395398","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-08-14T08:13:15.074Z"
"Mode","Balancer V2","balancer-v2","34","87.98","452.96","1.0900000000000005","47.83","0.24063935005298495","At risk","Grow TVL","https://defillama.com/protocol/balancer-v2","2026-08-14T08:13:15.074Z"
"Zora","Uniswap V2","uniswap-v2","31.88","98.66999999999999","732.2300000000001","1.2700000000000002","2113.89","0.1734427707141199","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-08-14T08:13:15.074Z"
"Zora","Uniswap V4","uniswap-v4","1.79","5.16","51.069999999999986","0","-24.79","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-08-14T08:13:15.074Z"
